model_name,animal_type,target,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error,n_rows,n_missing_feature_values,best_params
ElasticNet,steer,live weight,MSE,1,Test,932.9028383706128,594,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,steer,live weight,MSE,2,Test,3838.0245120980394,594,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,steer,live weight,MSE,3,Test,1439.707394299595,594,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,steer,live weight,MSE,4,Test,1188.1324053693918,594,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,steer,live weight,MSE,5,Test,1037.4891231936012,594,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,heifer,live weight,MAE,1,Train,16.141891658973925,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,2,Train,16.121005242429604,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,3,Train,17.136223611232037,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,4,Train,16.6315634704562,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,5,Train,16.282632948923023,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,1,Test,20.666557643729302,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,2,Test,21.97861170635323,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,3,Test,15.060489636653784,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,4,Test,19.20036385533073,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MAE,5,Test,19.97517522260658,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,1,Train,506.217726833027,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,2,Train,503.00756137345223,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,3,Train,568.5678012350659,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,4,Train,517.6015118401534,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,5,Train,456.1462294149749,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,1,Test,718.4205503171682,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,2,Test,886.6042879642438,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,3,Test,410.2699329258418,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,4,Test,674.204508823493,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,heifer,live weight,MSE,5,Test,892.0669253937008,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,cow,carcass weight,MAE,1,Train,23.67381191320048,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,2,Train,22.893897739521247,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,3,Train,22.46966842517598,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,4,Train,26.11342230544593,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,5,Train,26.519502601259774,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,1,Test,30.55414983607024,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,2,Test,30.40353054280972,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,3,Test,34.189683189564384,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,4,Test,19.540372796314173,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MAE,5,Test,16.464946750304232,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,1,Train,995.525325974106,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,2,Train,833.7049668150753,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,3,Train,893.5104155079341,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,4,Train,1168.998819743509,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,5,Train,1175.1199498055207,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,1,Test,1423.7721036261776,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,2,Test,1742.9769733189264,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,3,Test,1777.0986770208328,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,4,Test,590.5243407044026,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,cow,carcass weight,MSE,5,Test,405.17239789818774,46,1302,"{'imputer_strategy': 'median', 'alpha': 11.425363937715083, 'l1_ratio': 0.7521226155493376}"
ElasticNet,steer,carcass weight,MAE,1,Train,13.739776324966316,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,2,Train,13.003411137268245,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,3,Train,13.225861670777013,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,4,Train,13.036498801167548,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,5,Train,13.110346191301,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,1,Test,12.27928485400925,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,2,Test,14.66899489704242,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,3,Test,14.07877890932771,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,4,Test,14.919514349548002,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MAE,5,Test,14.247274836642445,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,1,Train,328.4374851428892,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,2,Train,289.79412851809684,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,3,Train,301.64358633496596,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,4,Train,308.99688959321753,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,5,Train,314.4259724220559,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,1,Test,262.64635430839036,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,2,Test,420.10364614539395,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,3,Test,368.3418948249657,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,4,Test,347.3183839029246,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,steer,carcass weight,MSE,5,Test,319.51646910744046,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,heifer,carcass weight,MAE,1,Train,9.881065210591519,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,2,Train,9.838094511154745,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,3,Train,10.36909428715893,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,4,Train,10.334957368123712,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,5,Train,9.97006986152284,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,1,Test,12.563544009965879,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,2,Test,12.927624260038046,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,3,Test,10.52925507587512,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,4,Test,11.259651106657099,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MAE,5,Test,11.909290728188662,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,1,Train,173.25252500140707,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,2,Train,179.73999150830934,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,3,Train,199.30139622232028,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,4,Train,189.10459584580076,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,5,Train,162.39127419780633,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,1,Test,279.17220895773625,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,2,Test,259.79434571901885,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,3,Test,173.04818622856996,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,4,Test,204.4414373513882,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,heifer,carcass weight,MSE,5,Test,320.86688184438736,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.06897906393922938, 'l1_ratio': 0.9779850959149727}"
ElasticNet,cow,price,MAE,1,Train,78.82881850479684,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,2,Train,80.36512707946821,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,3,Train,78.04868463321714,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,4,Train,90.08149260055113,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,5,Train,91.53386015170518,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,1,Test,113.35835129532715,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,2,Test,100.71799366493592,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,3,Test,113.14874985353649,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,4,Test,63.53408884538291,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MAE,5,Test,56.93634715399318,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,1,Train,11179.641061946406,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,2,Train,10485.705144732783,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,3,Train,10562.824794576727,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,4,Train,13901.204131180399,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,5,Train,13924.758959002706,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,1,Test,17449.17228270787,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,2,Test,18655.218371481733,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,3,Test,22015.240115919856,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,4,Test,6784.4064329305065,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,cow,price,MSE,5,Test,4866.416890837422,46,1302,"{'imputer_strategy': 'median', 'alpha': 23.11738947129097, 'l1_ratio': 0.7297746030745116}"
ElasticNet,steer,price,MAE,1,Train,78.21323628444848,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,2,Train,79.85856873166625,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,3,Train,74.31769755442919,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,4,Train,76.06869215552481,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,5,Train,77.6494647520627,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,1,Test,76.5008280148535,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,2,Test,71.13819393170436,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,3,Test,90.98400365607253,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,4,Test,86.27478714407124,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MAE,5,Test,78.02474966555869,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,1,Train,10735.252820066593,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,2,Train,10746.367225095302,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,3,Train,9202.775050788181,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,4,Train,10198.673788928287,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,5,Train,10655.90683740102,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,1,Test,9550.309660910323,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,2,Test,9346.079521598309,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,3,Test,15655.314332764852,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,4,Test,11891.015565002726,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,steer,price,MSE,5,Test,9762.048477505206,584,4260,"{'imputer_strategy': 'median', 'alpha': 1.158446138991163, 'l1_ratio': 0.05815982651111782}"
ElasticNet,heifer,price,MAE,1,Train,55.415723975439654,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,heifer,price,MAE,2,Train,54.90972876998889,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
ElasticNet,heifer,price,MAE,3,Train,58.494779551082765,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.004526409183587216, 'l1_ratio': 0.9989038566022126}"
