model_name,animal_type,target,max_lag,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error
Dummy Regressor,steer,price,7,MAE,1,Train,109.19920071299231
Dummy Regressor,steer,price,7,MAE,2,Train,103.59587553757358
Dummy Regressor,steer,price,7,MAE,3,Train,109.4044215425532
Dummy Regressor,steer,price,7,MAE,4,Train,103.03514599366231
Dummy Regressor,steer,price,7,MAE,5,Train,103.9526114757809
Dummy Regressor,steer,price,7,MAE,1,Test,91.8050503621548
Dummy Regressor,steer,price,7,MAE,2,Test,115.40832956088728
Dummy Regressor,steer,price,7,MAE,3,Test,92.10904255319151
Dummy Regressor,steer,price,7,MAE,4,Test,116.41583861475785
Dummy Regressor,steer,price,7,MAE,5,Test,113.76297815753738
Dummy Regressor,steer,price,7,MSE,1,Train,18695.318593378655
Dummy Regressor,steer,price,7,MSE,2,Train,16508.30039524036
Dummy Regressor,steer,price,7,MSE,3,Train,18513.711463597083
Dummy Regressor,steer,price,7,MSE,4,Train,16754.24086089577
Dummy Regressor,steer,price,7,MSE,5,Train,17444.1971369787
Dummy Regressor,steer,price,7,MSE,1,Test,13205.358156564771
Dummy Regressor,steer,price,7,MSE,2,Test,21946.678508958394
Dummy Regressor,steer,price,7,MSE,3,Test,13919.543549700797
Dummy Regressor,steer,price,7,MSE,4,Test,20998.209198237335
Dummy Regressor,steer,price,7,MSE,5,Test,18186.859653424213
Dummy Regressor,heifer,price,7,MAE,1,Train,80.33796365182272
Dummy Regressor,heifer,price,7,MAE,2,Train,73.4219577000744
Dummy Regressor,heifer,price,7,MAE,3,Train,71.68250728862972
Dummy Regressor,heifer,price,7,MAE,4,Train,81.16618075801748
Dummy Regressor,heifer,price,7,MAE,5,Train,72.21785714285714
Dummy Regressor,heifer,price,7,MAE,1,Test,58.263814432989705
Dummy Regressor,heifer,price,7,MAE,2,Test,85.1879793814433
Dummy Regressor,heifer,price,7,MAE,3,Test,92.57440476190477
Dummy Regressor,heifer,price,7,MAE,4,Test,57.7729166666665
Dummy Regressor,heifer,price,7,MAE,5,Test,90.22351190476189
Dummy Regressor,heifer,price,7,MSE,1,Train,11322.960828993517
Dummy Regressor,heifer,price,7,MSE,2,Train,9384.523745350198
Dummy Regressor,heifer,price,7,MSE,3,Train,9400.7562372449
Dummy Regressor,heifer,price,7,MSE,4,Train,11071.712653061226
Dummy Regressor,heifer,price,7,MSE,5,Train,8730.565420918367
Dummy Regressor,heifer,price,7,MSE,1,Test,4889.926446264218
Dummy Regressor,heifer,price,7,MSE,2,Test,12412.143274237429
Dummy Regressor,heifer,price,7,MSE,3,Test,12471.426679421771
Dummy Regressor,heifer,price,7,MSE,4,Test,5942.694951105423
Dummy Regressor,heifer,price,7,MSE,5,Test,15521.313329081633
Dummy Regressor,cow,Total number of defects,7,MAE,1,Train,0.7901234567901234
Dummy Regressor,cow,Total number of defects,7,MAE,2,Train,0.8195763330898467
Dummy Regressor,cow,Total number of defects,7,MAE,3,Train,0.7888970051132214
Dummy Regressor,cow,Total number of defects,7,MAE,4,Train,0.8108108108108109
Dummy Regressor,cow,Total number of defects,7,MAE,5,Train,0.8444119795471147
Dummy Regressor,cow,Total number of defects,7,MAE,1,Test,0.9222222222222222
Dummy Regressor,cow,Total number of defects,7,MAE,2,Test,0.8138138138138138
Dummy Regressor,cow,Total number of defects,7,MAE,3,Test,0.8858858858858859
Dummy Regressor,cow,Total number of defects,7,MAE,4,Test,0.7777777777777778
Dummy Regressor,cow,Total number of defects,7,MAE,5,Test,0.6936936936936937
Dummy Regressor,cow,Total number of defects,7,MSE,1,Train,1.0432098765432098
Dummy Regressor,cow,Total number of defects,7,MSE,2,Train,0.9612856099342585
Dummy Regressor,cow,Total number of defects,7,MSE,3,Train,1.0533235938641345
Dummy Regressor,cow,Total number of defects,7,MSE,4,Train,1.135135135135135
Dummy Regressor,cow,Total number of defects,7,MSE,5,Train,1.101533966398832
Dummy Regressor,cow,Total number of defects,7,MSE,1,Test,1.134567901234568
Dummy Regressor,cow,Total number of defects,7,MSE,2,Test,1.4801558315071826
Dummy Regressor,cow,Total number of defects,7,MSE,3,Test,1.099829559289019
Dummy Regressor,cow,Total number of defects,7,MSE,4,Test,0.7777777777777778
Dummy Regressor,cow,Total number of defects,7,MSE,5,Test,0.8954630305981657
Dummy Regressor,steer,Total number of defects,7,MAE,1,Train,0.4890221819827977
Dummy Regressor,steer,Total number of defects,7,MAE,2,Train,0.5624717066545949
Dummy Regressor,steer,Total number of defects,7,MAE,3,Train,0.5483250339520146
Dummy Regressor,steer,Total number of defects,7,MAE,4,Train,0.5080070167496604
Dummy Regressor,steer,Total number of defects,7,MAE,5,Train,0.5024898143956541
Dummy Regressor,steer,Total number of defects,7,MAE,1,Test,0.5731100045269353
Dummy Regressor,steer,Total number of defects,7,MAE,2,Test,0.46468990493435935
Dummy Regressor,steer,Total number of defects,7,MAE,3,Test,0.4784970574920781
Dummy Regressor,steer,Total number of defects,7,MAE,4,Test,0.5684698958804888
Dummy Regressor,steer,Total number of defects,7,MAE,5,Test,0.5477591670439114
Dummy Regressor,steer,Total number of defects,7,MSE,1,Train,0.5484382073336352
Dummy Regressor,steer,Total number of defects,7,MSE,2,Train,0.660564735174287
Dummy Regressor,steer,Total number of defects,7,MSE,3,Train,0.6564056133997284
Dummy Regressor,steer,Total number of defects,7,MSE,4,Train,0.5206824354911724
Dummy Regressor,steer,Total number of defects,7,MSE,5,Train,0.6055907650520597
Dummy Regressor,steer,Total number of defects,7,MSE,1,Test,0.8063603440470801
Dummy Regressor,steer,Total number of defects,7,MSE,2,Test,0.3596933001358082
Dummy Regressor,steer,Total number of defects,7,MSE,3,Test,0.3716613852421907
Dummy Regressor,steer,Total number of defects,7,MSE,4,Test,0.9124320959710275
Dummy Regressor,steer,Total number of defects,7,MSE,5,Test,0.5749207786328655
Dummy Regressor,heifer,Total number of defects,7,MAE,1,Train,0.7248379211393345
Dummy Regressor,heifer,Total number of defects,7,MAE,2,Train,0.6521415665851844
Dummy Regressor,heifer,Total number of defects,7,MAE,3,Train,0.6822157434402332
Dummy Regressor,heifer,Total number of defects,7,MAE,4,Train,0.5903790087463558
Dummy Regressor,heifer,Total number of defects,7,MAE,5,Train,0.7113702623906706
Dummy Regressor,heifer,Total number of defects,7,MAE,1,Test,0.51340206185567
Dummy Regressor,heifer,Total number of defects,7,MAE,2,Test,0.7558762886597938
Dummy Regressor,heifer,Total number of defects,7,MAE,3,Test,0.6301020408163266
Dummy Regressor,heifer,Total number of defects,7,MAE,4,Test,0.9098639455782314
Dummy Regressor,heifer,Total number of defects,7,MAE,5,Test,0.5654761904761904
Dummy Regressor,heifer,Total number of defects,7,MSE,1,Train,0.8640663194813477
Dummy Regressor,heifer,Total number of defects,7,MSE,2,Train,0.6816877457753217
Dummy Regressor,heifer,Total number of defects,7,MSE,3,Train,0.8000832986255726
Dummy Regressor,heifer,Total number of defects,7,MSE,4,Train,0.513640149937526
Dummy Regressor,heifer,Total number of defects,7,MSE,5,Train,0.8367346938775511
Dummy Regressor,heifer,Total number of defects,7,MSE,1,Test,0.26789244340525026
Dummy Regressor,heifer,Total number of defects,7,MSE,2,Test,0.9698586459772559
Dummy Regressor,heifer,Total number of defects,7,MSE,3,Test,0.49838608912952936
Dummy Regressor,heifer,Total number of defects,7,MSE,4,Test,1.6955435235318614
Dummy Regressor,heifer,Total number of defects,7,MSE,5,Test,0.3562925170068027
Dummy Regressor,cow,live weight,14,MAE,1,Train,48.07777777777777
Dummy Regressor,cow,live weight,14,MAE,2,Train,41.25186267348429
Dummy Regressor,cow,live weight,14,MAE,3,Train,45.74141709276846
Dummy Regressor,cow,live weight,14,MAE,4,Train,44.82132943754567
Dummy Regressor,cow,live weight,14,MAE,5,Train,53.66515704894085
Dummy Regressor,cow,live weight,14,MAE,1,Test,45.97333333333334
Dummy Regressor,cow,live weight,14,MAE,2,Test,69.23123123123123
Dummy Regressor,cow,live weight,14,MAE,3,Test,50.97177177177175
Dummy Regressor,cow,live weight,14,MAE,4,Test,57.351951951951975
Dummy Regressor,cow,live weight,14,MAE,5,Test,18.804204204204186
Dummy Regressor,cow,live weight,14,MSE,1,Train,3733.3552469135807
Dummy Regressor,cow,live weight,14,MSE,2,Train,2786.9518042366694
Dummy Regressor,cow,live weight,14,MSE,3,Train,3731.6717750182615
Dummy Regressor,cow,live weight,14,MSE,4,Train,3330.7263696128575
Dummy Regressor,cow,live weight,14,MSE,5,Train,4397.859108838569
Dummy Regressor,cow,live weight,14,MSE,1,Test,3518.3310864197542
Dummy Regressor,cow,live weight,14,MSE,2,Test,7216.743871439006
Dummy Regressor,cow,live weight,14,MSE,3,Test,3390.6340508075623
Dummy Regressor,cow,live weight,14,MSE,4,Test,4937.887924681441
Dummy Regressor,cow,live weight,14,MSE,5,Test,449.63908935962894
Dummy Regressor,steer,live weight,14,MAE,1,Train,33.93858222046176
Dummy Regressor,steer,live weight,14,MAE,2,Train,30.540221819827977
Dummy Regressor,steer,live weight,14,MAE,3,Train,32.88279198732458
Dummy Regressor,steer,live weight,14,MAE,4,Train,32.32879838162064
Dummy Regressor,steer,live weight,14,MAE,5,Train,33.34879470348573
Dummy Regressor,steer,live weight,14,MAE,1,Test,28.27088048890902
Dummy Regressor,steer,live weight,14,MAE,2,Test,39.964282480760524
Dummy Regressor,steer,live weight,14,MAE,3,Test,31.064791760977815
Dummy Regressor,steer,live weight,14,MAE,4,Test,34.19616908103213
Dummy Regressor,steer,live weight,14,MAE,5,Test,29.896220009053874
Dummy Regressor,steer,live weight,14,MSE,1,Train,2630.869411427682
Dummy Regressor,steer,live weight,14,MSE,2,Train,1557.329068583069
Dummy Regressor,steer,live weight,14,MSE,3,Train,2528.707657028067
Dummy Regressor,steer,live weight,14,MSE,4,Train,2493.275401128905
Dummy Regressor,steer,live weight,14,MSE,5,Train,2589.432223856949
Dummy Regressor,steer,live weight,14,MSE,1,Test,1292.9829923749448
Dummy Regressor,steer,live weight,14,MSE,2,Test,5592.862602987778
Dummy Regressor,steer,live weight,14,MSE,3,Test,1694.2310641127203
Dummy Regressor,steer,live weight,14,MSE,4,Test,1835.6854386175871
Dummy Regressor,steer,live weight,14,MSE,5,Test,1449.1835411951108
Dummy Regressor,heifer,live weight,14,MAE,1,Train,24.990307152726118
Dummy Regressor,heifer,live weight,14,MAE,2,Train,24.14167286640451
Dummy Regressor,heifer,live weight,14,MAE,3,Train,23.08198667221991
Dummy Regressor,heifer,live weight,14,MAE,4,Train,23.922448979591834
Dummy Regressor,heifer,live weight,14,MAE,5,Train,22.802977925864223
Dummy Regressor,heifer,live weight,14,MAE,1,Test,19.14160824742268
Dummy Regressor,heifer,live weight,14,MAE,2,Test,22.51645360824741
Dummy Regressor,heifer,live weight,14,MAE,3,Test,26.69022108843537
Dummy Regressor,heifer,live weight,14,MAE,4,Test,23.614455782312945
Dummy Regressor,heifer,live weight,14,MAE,5,Test,28.103826530612263
Dummy Regressor,heifer,live weight,14,MSE,1,Train,1070.718486555426
Dummy Regressor,heifer,live weight,14,MSE,2,Train,993.5463577425871
Dummy Regressor,heifer,live weight,14,MSE,3,Train,911.5057028321531
Dummy Regressor,heifer,live weight,14,MSE,4,Train,956.6024614743856
Dummy Regressor,heifer,live weight,14,MSE,5,Train,856.8298427738442
Dummy Regressor,heifer,live weight,14,MSE,1,Test,525.1000454033372
Dummy Regressor,heifer,live weight,14,MSE,2,Test,825.8560422574126
Dummy Regressor,heifer,live weight,14,MSE,3,Test,1152.4060148549218
Dummy Regressor,heifer,live weight,14,MSE,4,Test,981.6251235596292
Dummy Regressor,heifer,live weight,14,MSE,5,Test,1394.9637116479264
Dummy Regressor,cow,carcass weight,14,MAE,1,Train,26.475308641975314
Dummy Regressor,cow,carcass weight,14,MAE,2,Train,22.566106647187727
Dummy Regressor,cow,carcass weight,14,MAE,3,Train,24.86121256391526
Dummy Regressor,cow,carcass weight,14,MAE,4,Train,24.50693937180424
Dummy Regressor,cow,carcass weight,14,MAE,5,Train,28.382761139517893
Dummy Regressor,cow,carcass weight,14,MAE,1,Test,25.03333333333335
Dummy Regressor,cow,carcass weight,14,MAE,2,Test,37.049549549549546
Dummy Regressor,cow,carcass weight,14,MAE,3,Test,27.545045045045054
Dummy Regressor,cow,carcass weight,14,MAE,4,Test,29.566066066066057
Dummy Regressor,cow,carcass weight,14,MAE,5,Test,12.48198198198198
Dummy Regressor,cow,carcass weight,14,MSE,1,Train,1076.3001543209875
Dummy Regressor,cow,carcass weight,14,MSE,2,Train,924.6322132943754
Dummy Regressor,cow,carcass weight,14,MSE,3,Train,1152.5628195763331
Dummy Regressor,cow,carcass weight,14,MSE,4,Train,1069.5745069393718
Dummy Regressor,cow,carcass weight,14,MSE,5,Train,1334.4970781592401
Dummy Regressor,cow,carcass weight,14,MSE,1,Test,1386.2859567901246
Dummy Regressor,cow,carcass weight,14,MSE,2,Test,1985.0757446635823
Dummy Regressor,cow,carcass weight,14,MSE,3,Test,1037.9529461894333
Dummy Regressor,cow,carcass weight,14,MSE,4,Test,1353.8872047723396
Dummy Regressor,cow,carcass weight,14,MSE,5,Test,244.06673565457348
Dummy Regressor,steer,carcass weight,14,MAE,1,Train,18.52254979628791
Dummy Regressor,steer,carcass weight,14,MAE,2,Train,17.573053417836125
Dummy Regressor,steer,carcass weight,14,MAE,3,Train,18.55784574468085
Dummy Regressor,steer,carcass weight,14,MAE,4,Train,17.477648257129925
Dummy Regressor,steer,carcass weight,14,MAE,5,Train,17.61908669081032
Dummy Regressor,steer,carcass weight,14,MAE,1,Test,15.561057039384337
Dummy Regressor,steer,carcass weight,14,MAE,2,Test,19.56190583974649
Dummy Regressor,steer,carcass weight,14,MAE,3,Test,15.611702127659575
Dummy Regressor,steer,carcass weight,14,MAE,4,Test,19.730619058397462
Dummy Regressor,steer,carcass weight,14,MAE,5,Test,19.33694545043006
Dummy Regressor,steer,carcass weight,14,MSE,1,Train,537.628727648257
Dummy Regressor,steer,carcass weight,14,MSE,2,Train,474.7773313716614
Dummy Regressor,steer,carcass weight,14,MSE,3,Train,532.3886303191489
Dummy Regressor,steer,carcass weight,14,MSE,4,Train,481.87086740323673
Dummy Regressor,steer,carcass weight,14,MSE,5,Train,501.1260309387732
Dummy Regressor,steer,carcass weight,14,MSE,1,Test,379.2921924513355
Dummy Regressor,steer,carcass weight,14,MSE,2,Test,630.5278972385696
Dummy Regressor,steer,carcass weight,14,MSE,3,Test,399.92386968085106
Dummy Regressor,steer,carcass weight,14,MSE,4,Test,603.1393040544365
Dummy Regressor,steer,carcass weight,14,MSE,5,Test,524.624916888298
Dummy Regressor,heifer,carcass weight,14,MAE,1,Train,14.465830587735146
Dummy Regressor,heifer,carcass weight,14,MAE,2,Train,13.214475502178766
Dummy Regressor,heifer,carcass weight,14,MAE,3,Train,12.933985839233651
Dummy Regressor,heifer,carcass weight,14,MAE,4,Train,14.49396084964598
Dummy Regressor,heifer,carcass weight,14,MAE,5,Train,13.025510204081632
Dummy Regressor,heifer,carcass weight,14,MAE,1,Test,10.409484536082473
Dummy Regressor,heifer,carcass weight,14,MAE,2,Test,15.28082474226804
Dummy Regressor,heifer,carcass weight,14,MAE,3,Test,16.47448979591837
Dummy Regressor,heifer,carcass weight,14,MAE,4,Test,10.617346938775512
Dummy Regressor,heifer,carcass weight,14,MAE,5,Test,16.05229591836735
Dummy Regressor,heifer,carcass weight,14,MSE,1,Train,364.34583909023274
Dummy Regressor,heifer,carcass weight,14,MSE,2,Train,302.4874056754171
Dummy Regressor,heifer,carcass weight,14,MSE,3,Train,303.0735110370679
Dummy Regressor,heifer,carcass weight,14,MSE,4,Train,353.0520616409829
Dummy Regressor,heifer,carcass weight,14,MSE,5,Train,282.6148740108288
Dummy Regressor,heifer,carcass weight,14,MSE,1,Test,156.11106812626207
Dummy Regressor,heifer,carcass weight,14,MSE,2,Test,396.2022850462323
Dummy Regressor,heifer,carcass weight,14,MSE,3,Test,397.5893290989866
Dummy Regressor,heifer,carcass weight,14,MSE,4,Test,199.5180914202416
Dummy Regressor,heifer,carcass weight,14,MSE,5,Test,490.2061293905319
Dummy Regressor,cow,price,14,MAE,1,Train,105.92962962962966
Dummy Regressor,cow,price,14,MAE,2,Train,88.2983929875822
Dummy Regressor,cow,price,14,MAE,3,Train,97.50504017531044
Dummy Regressor,cow,price,14,MAE,4,Train,99.87019722425131
Dummy Regressor,cow,price,14,MAE,5,Train,106.91439006574143
Dummy Regressor,cow,price,14,MAE,1,Test,91.59250000000014
Dummy Regressor,cow,price,14,MAE,2,Test,142.17927927927929
Dummy Regressor,cow,price,14,MAE,3,Test,105.53873873873877
Dummy Regressor,cow,price,14,MAE,4,Test,102.57747747747752
Dummy Regressor,cow,price,14,MAE,5,Test,71.02342342342345
Dummy Regressor,cow,price,14,MSE,1,Train,17962.016857638886
Dummy Regressor,cow,price,14,MSE,2,Train,13913.47995252009
Dummy Regressor,cow,price,14,MSE,3,Train,17509.994737034333
Dummy Regressor,cow,price,14,MSE,4,Train,16146.839353542735
Dummy Regressor,cow,price,14,MSE,5,Train,19689.8892074507
Dummy Regressor,cow,price,14,MSE,1,Test,16054.458392361155
Dummy Regressor,cow,price,14,MSE,2,Test,31405.609777209622
Dummy Regressor,cow,price,14,MSE,3,Test,16301.114857560277
Dummy Regressor,cow,price,14,MSE,4,Test,21500.6930788897
Dummy Regressor,cow,price,14,MSE,5,Test,6820.101062819577
Dummy Regressor,steer,price,14,MAE,1,Train,109.19920071299231
Dummy Regressor,steer,price,14,MAE,2,Train,103.59587553757358
Dummy Regressor,steer,price,14,MAE,3,Train,109.4044215425532
Dummy Regressor,steer,price,14,MAE,4,Train,103.03514599366231
Dummy Regressor,steer,price,14,MAE,5,Train,103.9526114757809
Dummy Regressor,steer,price,14,MAE,1,Test,91.8050503621548
Dummy Regressor,steer,price,14,MAE,2,Test,115.40832956088728
Dummy Regressor,steer,price,14,MAE,3,Test,92.10904255319151
Dummy Regressor,steer,price,14,MAE,4,Test,116.41583861475785
Dummy Regressor,steer,price,14,MAE,5,Test,113.76297815753738
Dummy Regressor,steer,price,14,MSE,1,Train,18695.318593378655
Dummy Regressor,steer,price,14,MSE,2,Train,16508.30039524036
Dummy Regressor,steer,price,14,MSE,3,Train,18513.711463597083
Dummy Regressor,steer,price,14,MSE,4,Train,16754.24086089577
Dummy Regressor,steer,price,14,MSE,5,Train,17444.1971369787
Dummy Regressor,steer,price,14,MSE,1,Test,13205.358156564771
Dummy Regressor,steer,price,14,MSE,2,Test,21946.678508958394
Dummy Regressor,steer,price,14,MSE,3,Test,13919.543549700797
Dummy Regressor,steer,price,14,MSE,4,Test,20998.209198237335
Dummy Regressor,steer,price,14,MSE,5,Test,18186.859653424213
Dummy Regressor,heifer,price,14,MAE,1,Train,80.33796365182272
Dummy Regressor,heifer,price,14,MAE,2,Train,73.4219577000744
Dummy Regressor,heifer,price,14,MAE,3,Train,71.68250728862972
Dummy Regressor,heifer,price,14,MAE,4,Train,81.16618075801748
Dummy Regressor,heifer,price,14,MAE,5,Train,72.21785714285714
Dummy Regressor,heifer,price,14,MAE,1,Test,58.263814432989705
Dummy Regressor,heifer,price,14,MAE,2,Test,85.1879793814433
Dummy Regressor,heifer,price,14,MAE,3,Test,92.57440476190477
Dummy Regressor,heifer,price,14,MAE,4,Test,57.7729166666665
Dummy Regressor,heifer,price,14,MAE,5,Test,90.22351190476189
Dummy Regressor,heifer,price,14,MSE,1,Train,11322.960828993517
Dummy Regressor,heifer,price,14,MSE,2,Train,9384.523745350198
Dummy Regressor,heifer,price,14,MSE,3,Train,9400.7562372449
Dummy Regressor,heifer,price,14,MSE,4,Train,11071.712653061226
Dummy Regressor,heifer,price,14,MSE,5,Train,8730.565420918367
Dummy Regressor,heifer,price,14,MSE,1,Test,4889.926446264218
Dummy Regressor,heifer,price,14,MSE,2,Test,12412.143274237429
Dummy Regressor,heifer,price,14,MSE,3,Test,12471.426679421771
Dummy Regressor,heifer,price,14,MSE,4,Test,5942.694951105423
Dummy Regressor,heifer,price,14,MSE,5,Test,15521.313329081633
Dummy Regressor,cow,Total number of defects,14,MAE,1,Train,0.7901234567901234
Dummy Regressor,cow,Total number of defects,14,MAE,2,Train,0.8195763330898467
Dummy Regressor,cow,Total number of defects,14,MAE,3,Train,0.7888970051132214
Dummy Regressor,cow,Total number of defects,14,MAE,4,Train,0.8108108108108109
Dummy Regressor,cow,Total number of defects,14,MAE,5,Train,0.8444119795471147
Dummy Regressor,cow,Total number of defects,14,MAE,1,Test,0.9222222222222222
Dummy Regressor,cow,Total number of defects,14,MAE,2,Test,0.8138138138138138
